PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate,OBJECTID,x2,y2
0019XX 1 AV S,3747453,MP 2018 086101,03,3/18/2018 2:00:00 PM,3/17/2018 4:00:00 PM,16:00:00,THEFT,Other Theft,07,3/18/2018 1:56:47 PM,15018,44.96331994,-93.2765804,-10383501.4329,5615748.8081,STEVENS SQUARE - LORING HEIGHTS,3/18/2018 5:35:31 PM,3/18/2018 8:00:38 PM,6306,-10383501.4329,5615748.8081
0040XX Russell AV N,3747463,MP 2018 086167,04,3/18/2018 2:57:00 PM,3/17/2018 8:30:00 PM,20:30:00,AUTOTH,Motor Vehicle Theft,08,3/18/2018 2:55:12 PM,10531,45.0286109,-93.31098148,-10387330.9433,5626026.812,VICTORY,3/19/2018 2:16:00 PM,3/19/2018 8:00:32 PM,6307,-10387330.9433,5626026.812
0028XX 26 AV S,3747464,MP 2018 086235,03,3/18/2018 3:01:00 PM,3/18/2018 2:16:00 PM,14:16:00,THEFT,Other Theft,07,3/18/2018 3:01:18 PM,19096,44.95108135,-93.2347243,-10378842.0334,5613823.5304,LONGFELLOW,3/18/2018 3:43:07 PM,3/18/2018 8:00:38 PM,6308,-10378842.0334,5613823.5304
00001X Lake ST W,3747466,MP 2018 086259,05,3/18/2018 3:23:00 PM,3/18/2018 2:46:00 PM,14:46:00,SHOPLF,Shoplifting,07,3/18/2018 3:22:54 PM,21928,44.94834704,-93.27880784,-10383749.3904,5613393.4476,WHITTIER,3/19/2018 3:27:12 AM,3/19/2018 8:00:32 PM,6309,-10383749.3904,5613393.4476
0030XX Hennepin AV S,3747467,MP 2018 086242,05,3/18/2018 3:28:00 PM,3/18/2018 2:00:00 PM,14:00:00,SHOPLF,Shoplifting,07,3/18/2018 3:28:09 PM,11281,44.9474742,-93.29829195,-10385918.3514,5613256.1615,CARAG,3/19/2018 8:43:29 AM,3/19/2018 8:00:32 PM,6310,-10385918.3514,5613256.1615
0011XX Marquette AV S,3747474,MP 2018 086335,01,3/18/2018 4:27:00 PM,3/17/2018 7:00:00 PM,19:00:00,TFMV,Theft From Motr Vehc,07,3/18/2018 4:27:15 PM,17095,44.97191314,-93.2745023,-10383270.0996,5617100.8689,DOWNTOWN WEST,3/19/2018 6:44:20 AM,3/19/2018 8:00:32 PM,6311,-10383270.0996,5617100.8689
0014XX LAGOON AV ,3747478,MP 2018 998630,05,3/18/2018 5:00:56 PM,3/18/2018 12:00:00 AM,00:00:00,THEFT,Other Theft,07,3/18/2018 5:00:56 PM,19774,44.9492583,-93.29763862,-10385845.6229,5613536.7777,LOWRY HILL EAST,3/18/2018 5:01:03 PM,3/18/2018 8:00:38 PM,6312,-10385845.6229,5613536.7777
0007XX Oliver AV N,3747480,MP 2018 086362,04,3/18/2018 5:10:00 PM,3/17/2018 11:10:00 PM,23:10:00,THEFT,Other Theft,07,3/18/2018 5:04:54 PM,15441,44.98539441,-93.30702471,-10386890.4778,5619222.4274,NEAR - NORTH,3/19/2018 6:18:53 AM,3/19/2018 8:00:32 PM,6313,-10386890.4778,5619222.4274
0021XX Glenwood AV ,3747481,MP 2018 086377,04,3/18/2018 7:00:00 PM,3/18/2018 5:13:00 PM,17:13:00,ASLT4,Aslt-police/emerg P,05,3/18/2018 5:40:56 PM,15737,44.98073056,-93.30730703,-10386921.9059,5618488.4173,HARRISON,3/19/2018 9:00:38 AM,3/19/2018 8:00:32 PM,6314,-10386921.9059,5618488.4173
Lake ST W / Nicollet AV S,3747482,MP 2018 086287,05,3/18/2018 5:42:00 PM,3/18/2018 3:28:00 PM,15:28:00,DASLT2,2nd Deg Domes Aslt,05,3/18/2018 5:41:59 PM,,44.94836,-93.27792,-10383651.08,5613394.929,WHITTIER,3/19/2018 3:24:13 AM,3/19/2018 8:00:32 PM,6315,-10383651.08,5613394.929
27 AV S / 8 ST S,3747484,MP 2018 086338,01,3/18/2018 5:55:00 PM,3/18/2018 4:00:00 AM,04:00:00,TFMV,Theft From Motr Vehc,07,3/18/2018 5:53:45 PM,,44.9653,-93.23298,-10378647.9,5616060.111,CEDAR RIVERSIDE,3/19/2018 7:02:28 AM,3/19/2018 8:00:32 PM,6316,-10378647.9,5616060.111
0009XX Marquette AV S,3747486,MP 2018 086361,01,3/18/2018 6:04:00 PM,3/18/2018 4:56:00 PM,16:56:00,BURGB,Burglary Of Business,06,3/18/2018 6:02:59 PM,17243,44.97390086,-93.27292145,-10383094.1205,5617413.6465,DOWNTOWN WEST,3/19/2018 6:46:11 AM,3/19/2018 8:00:32 PM,6317,-10383094.1205,5617413.6465
0037XX 4 AV S,3747488,MP 2018 086275,03,3/18/2018 6:14:00 PM,3/18/2018 7:00:00 AM,07:00:00,BURGB,Burglary Of Business,06,3/18/2018 6:13:22 PM,12371,44.9350556,-93.27014082,-10382784.5819,5611303.1069,CENTRAL,3/19/2018 5:47:35 AM,3/19/2018 8:00:32 PM,6318,-10382784.5819,5611303.1069
00001X Lake ST W,3747490,MP 2018 086421,05,3/18/2018 6:53:00 PM,3/18/2018 5:58:00 PM,17:58:00,SHOPLF,Shoplifting,07,3/18/2018 6:51:11 PM,21928,44.94834704,-93.27880784,-10383749.3904,5613393.4476,WHITTIER,3/19/2018 3:27:49 AM,3/19/2018 8:00:32 PM,6319,-10383749.3904,5613393.4476
00001X Lake ST W,3747492,MP 2018 086447,05,3/18/2018 7:09:00 PM,3/18/2018 6:08:00 PM,18:08:00,SHOPLF,Shoplifting,07,3/18/2018 7:08:36 PM,21928,44.94834704,-93.27880784,-10383749.3904,5613393.4476,WHITTIER,3/19/2018 3:28:34 AM,3/19/2018 8:00:32 PM,6320,-10383749.3904,5613393.4476
0029XX Lyndale AV S,3747496,MP 2018 998629,05,3/18/2018 7:43:16 PM,3/18/2018 1:00:00 AM,01:00:00,THEFT,Other Theft,07,3/18/2018 7:43:16 PM,16764,44.94920528,-93.2880931,-10384783.0206,5613528.438,LOWRY HILL EAST,3/18/2018 7:43:18 PM,3/18/2018 8:00:38 PM,6321,-10384783.0206,5613528.438
0012XX 22 AV N,3747531,MP 2018 086620,04,3/18/2018 10:55:00 PM,3/18/2018 8:50:00 PM,20:50:00,ROBPAG,Robbery Per Agg,04,3/18/2018 10:54:09 PM,19596,45.00151141,-93.29640438,-10385708.2281,5621759.4305,JORDAN,3/19/2018 12:19:07 AM,3/19/2018 8:00:32 PM,6322,-10385708.2281,5621759.4305
0038XX Blaisdell AV S,3747535,MP 2018 086598,05,3/18/2018 11:16:00 PM,3/18/2018 8:47:00 PM,20:47:00,ROBPER,Robbery Of Person,04,3/18/2018 11:13:57 PM,14392,44.93320316,-93.27976254,-10383855.6668,5611011.8128,KING FIELD,3/19/2018 7:56:57 AM,3/19/2018 8:00:32 PM,6323,-10383855.6668,5611011.8128
0029XX Lyndale AV S,3747536,MP 2018 086728,05,3/18/2018 11:33:00 PM,3/18/2018 10:00:00 PM,22:00:00,THEFT,Other Theft,07,3/18/2018 11:32:47 PM,16764,44.94920528,-93.2880931,-10384783.0206,5613528.438,LOWRY HILL EAST,3/19/2018 3:21:12 AM,3/19/2018 8:00:32 PM,6324,-10384783.0206,5613528.438
0023XX 26 AV N,3747537,MP 2018 086333,04,3/18/2018 11:45:00 PM,3/18/2018 4:04:00 PM,16:04:00,DASLT2,2nd Deg Domes Aslt,05,3/18/2018 11:44:04 PM,20612,45.00602582,-93.31052998,-10387280.6828,5622470.1779,JORDAN,3/19/2018 12:22:51 AM,3/19/2018 8:00:32 PM,6325,-10387280.6828,5622470.1779
0022XX Golden Valley RD ,3747540,MP 2018 086747,04,3/18/2018 11:55:00 PM,3/18/2018 9:00:00 PM,21:00:00,ROBPER,Robbery Of Person,04,3/18/2018 11:52:49 PM,22260,44.99876965,-93.30885164,-10387093.8512,5621327.7954,WILLARD - HAY,3/19/2018 8:00:43 AM,3/19/2018 8:00:32 PM,6326,-10387093.8512,5621327.7954
0018XX 3 AV S,3747547,MP 2018 086750,05,3/19/2018 12:14:00 PM,3/18/2018 11:00:00 AM,11:00:00,BURGD,Burglary Of Dwelling,06,3/19/2018 12:14:20 AM,17345,44.96458472,-93.27275648,-10383075.7565,5615947.7975,STEVENS SQUARE - LORING HEIGHTS,3/19/2018 8:38:52 AM,3/19/2018 8:00:32 PM,6327,-10383075.7565,5615947.7975
LAKE ST  / Lake ST E,3747548,MP 2018 998627,05,3/19/2018 12:18:15 AM,3/10/2018 8:50:00 PM,20:50:00,THEFT,Other Theft,07,3/19/2018 12:18:15 AM,,44.94836,-93.27792,-10383651.08,5613394.929,WHITTIER,3/19/2018 5:19:00 AM,3/19/2018 8:00:32 PM,6328,-10383651.08,5613394.929
0026XX Bloomington AV S,3747562,MP 2018 086850,03,3/19/2018 1:27:00 AM,3/19/2018 12:00:00 AM,00:00:00,BURGB,Burglary Of Business,06,3/19/2018 1:27:17 AM,16446,44.95464095,-93.25244421,-10380814.6051,5614383.4557,EAST PHILLIPS,3/19/2018 5:10:54 AM,3/19/2018 8:00:32 PM,6329,-10380814.6051,5614383.4557
0028XX Columbus AV S,3747566,MP 2018 086825,03,3/19/2018 1:55:00 AM,3/15/2018 12:00:00 AM,00:00:00,THEFT,Other Theft,07,3/19/2018 1:54:06 AM,16419,44.95014778,-93.26392284,-10382092.3994,5613676.6851,PHILLIPS WEST,3/19/2018 2:40:09 AM,3/19/2018 8:00:32 PM,6330,-10382092.3994,5613676.6851
0006XX 6 ST SE,3747570,MP 2018 086880,02,3/19/2018 2:45:00 AM,3/19/2018 12:30:00 AM,00:30:00,BURGD,Burglary Of Dwelling,06,3/19/2018 2:44:02 AM,17628,44.98660824,-93.24463105,-10379944.8475,5619413.4742,MARCY HOLMES,3/19/2018 7:32:59 AM,3/19/2018 8:00:32 PM,6331,-10379944.8475,5619413.4742
0018XX Bryant AV N,3747583,MP 2018 086995,04,3/19/2018 7:33:00 AM,3/19/2018 5:39:00 AM,05:39:00,ASLT4,Aslt-police/emerg P,05,3/19/2018 6:32:02 AM,16120,44.99827388,-93.29104937,-10385112.1113,5621249.7474,NEAR - NORTH,3/19/2018 11:32:53 AM,3/19/2018 8:00:32 PM,6332,-10385112.1113,5621249.7474
0042XX 39 AV S,3747607,MP 2018 998626,03,3/19/2018 9:02:01 AM,3/18/2018 2:00:00 AM,02:00:00,TFMV,Theft From Motr Vehc,07,3/19/2018 9:02:01 AM,12112,44.92606865,-93.21659579,-10376823.9768,5609890.0071,HIAWATHA,3/19/2018 9:02:04 AM,3/19/2018 8:00:32 PM,6333,-10376823.9768,5609890.0071
0034XX Irving AV N,3747627,MP 2018 087015,04,3/19/2018 9:46:00 AM,3/19/2018 6:30:00 AM,06:30:00,TFMV,Theft From Motr Vehc,07,3/19/2018 9:46:05 AM,10231,45.01768999,-93.29937667,-10386039.1027,5624306.8425,FOLWELL,3/19/2018 2:22:55 PM,3/19/2018 8:00:32 PM,6334,-10386039.1027,5624306.8425
0052XX Oliver AV N,3747630,MP 2018 087052,04,3/19/2018 9:52:00 AM,3/19/2018 8:20:00 AM,08:20:00,AUTOTH,Motor Vehicle Theft,08,3/19/2018 9:51:36 AM,10196,45.0503107,-93.30809032,-10387009.1013,5629445.3567,SHINGLE CREEK,3/19/2018 2:24:05 PM,3/19/2018 8:00:32 PM,6335,-10387009.1013,5629445.3567
0040XX 28 AV S,3747635,MP 2018 087131,03,3/19/2018 10:45:00 AM,3/15/2018 4:00:00 PM,16:00:00,THEFT,Other Theft,07,3/19/2018 10:42:49 AM,13026,44.92960325,-93.23211948,-10378552.0658,5610445.7583,STANDISH,3/19/2018 5:24:25 PM,3/19/2018 8:00:32 PM,6336,-10378552.0658,5610445.7583
0027XX Lake ST E,3747637,MP 2018 087103,03,3/19/2018 10:30:00 AM,3/16/2018 5:00:00 PM,17:00:00,BURGB,Burglary Of Business,06,3/19/2018 10:45:15 AM,19099,44.94837563,-93.23238466,-10378581.5855,5613397.944,LONGFELLOW,3/19/2018 5:22:40 PM,3/19/2018 8:00:32 PM,6337,-10378581.5855,5613397.944
0050XX Zenith AV S,3747639,MP 2018 087065,05,3/19/2018 10:51:00 AM,3/18/2018 10:00:00 AM,10:00:00,TBLDG,Theft From Building,07,3/19/2018 10:50:00 AM,14247,44.91156454,-93.32139821,-10388490.5283,5607609.8609,FULTON,3/19/2018 3:00:21 PM,3/19/2018 8:00:32 PM,6338,-10388490.5283,5607609.8609
0036XX Dupont AV S,3747641,MP 2018 087128,05,3/19/2018 10:56:00 AM,3/15/2018 12:01:00 AM,00:01:00,BURGD,Burglary Of Dwelling,06,3/19/2018 10:53:59 AM,20644,44.93679245,-93.29331261,-10385364.0542,5611576.2336,EAST HARRIET,3/19/2018 3:01:31 PM,3/19/2018 8:00:32 PM,6339,-10385364.0542,5611576.2336
0000XX 19 ST E,3747647,MP 2018 087076,05,3/19/2018 11:05:00 AM,3/19/2018 9:18:00 AM,09:18:00,BURGB,Burglary Of Business,06,3/19/2018 11:04:53 AM,18170,44.96395785,-93.27719799,-10383570.1832,5615849.1709,STEVENS SQUARE - LORING HEIGHTS,3/19/2018 3:24:29 PM,3/19/2018 8:00:32 PM,6340,-10383570.1832,5615849.1709
0038XX Bloomington AV S,3747649,MP 2018 087142,03,3/19/2018 11:15:00 AM,3/19/2018 10:09:00 AM,10:09:00,TFMV,Theft From Motr Vehc,07,3/19/2018 11:13:43 AM,18809,44.93321661,-93.25239436,-10380809.055,5611013.9277,BANCROFT,3/19/2018 5:25:28 PM,3/19/2018 8:00:32 PM,6341,-10380809.055,5611013.9277
0013XX NICOLLET MALL  ,3747662,MP 2018 998622,01,3/19/2018 12:15:50 PM,3/10/2018 10:09:00 PM,22:09:00,THEFT,Other Theft,07,3/19/2018 12:15:50 PM,16714,44.97050597,-93.27771387,-10383627.6107,5616879.4491,LORING PARK,3/19/2018 12:15:52 PM,3/19/2018 8:00:32 PM,6342,-10383627.6107,5616879.4491
0009XX MARQUETTE AV ,3747665,MP 2018 998621,01,3/19/2018 12:28:19 PM,3/17/2018 11:00:00 AM,11:00:00,TFMV,Theft From Motr Vehc,07,3/19/2018 12:28:19 PM,17243,44.97390086,-93.27292145,-10383094.1205,5617413.6465,DOWNTOWN WEST,3/19/2018 12:28:22 PM,3/19/2018 8:00:32 PM,6343,-10383094.1205,5617413.6465
0005XX 1 AV N,3747667,MP 2018 998620,01,3/19/2018 12:36:10 PM,3/18/2018 2:15:00 AM,02:15:00,THEFT,Other Theft,07,3/19/2018 12:36:10 PM,17104,44.97998625,-93.27428374,-10383245.7696,5618371.2806,DOWNTOWN WEST,3/19/2018 12:36:13 PM,3/19/2018 8:00:32 PM,6344,-10383245.7696,5618371.2806
0009XX 36 ST W,3747670,MP 2018 998618,05,3/19/2018 12:43:47 PM,3/15/2018 12:00:00 AM,00:00:00,TFMV,Theft From Motr Vehc,07,3/19/2018 12:43:47 PM,13098,44.9376947,-93.29139626,-10385150.7268,5611718.1199,EAST HARRIET,3/19/2018 12:43:49 PM,3/19/2018 8:00:32 PM,6345,-10385150.7268,5611718.1199
0033XX CHICAGO AV ,3747671,MP 2018 998617,03,3/19/2018 12:44:44 PM,3/13/2018 3:00:00 PM,15:00:00,THEFT,Other Theft,07,3/19/2018 12:44:44 PM,19306,44.94227207,-93.26259891,-10381945.0203,5612437.979,POWDERHORN PARK,3/19/2018 12:44:49 PM,3/19/2018 8:00:32 PM,6346,-10381945.0203,5612437.979
0044XX PARK AV ,3747673,MP 2018 998616,03,3/19/2018 12:53:46 PM,3/18/2018 8:00:00 AM,08:00:00,TFMV,Theft From Motr Vehc,07,3/19/2018 12:53:46 PM,14103,44.92242821,-93.26510606,-10382224.1158,5609317.6506,REGINA,3/19/2018 12:53:50 PM,3/19/2018 8:00:32 PM,6347,-10382224.1158,5609317.6506
0008XX 3 ST N,3747675,MP 2018 998615,01,3/19/2018 1:01:05 PM,3/14/2018 12:00:00 AM,00:00:00,THFTSW,Theft By Swindle,07,3/19/2018 1:01:05 PM,21090,44.98843284,-93.2803333,-10383919.2036,5619700.6581,NORTH LOOP,3/19/2018 1:01:32 PM,3/19/2018 8:00:32 PM,6348,-10383919.2036,5619700.6581
0042XX James AV N,3747677,MP 2018 998614,04,3/19/2018 1:07:39 PM,3/18/2018 10:00:00 PM,22:00:00,THEFT,Other Theft,07,3/19/2018 1:07:39 PM,18067,45.03231081,-93.30085467,-10386203.6325,5626609.5977,WEBBER - CAMDEN,3/19/2018 1:07:41 PM,3/19/2018 8:00:32 PM,6349,-10386203.6325,5626609.5977
0034XX Colfax AV S,3747696,MP 2018 998613,05,3/19/2018 2:02:19 PM,2/1/2018 12:00:00 AM,00:00:00,THEFT,Other Theft,07,3/19/2018 2:02:19 PM,11706,44.94040713,-93.29200498,-10385218.4894,5612144.6822,CARAG,3/19/2018 2:02:24 PM,3/19/2018 8:00:32 PM,6350,-10385218.4894,5612144.6822
COLUMBUS AV  / 28 ST E,3747702,MP 2018 998611,99,3/19/2018 2:17:54 PM,2/26/2018 12:00:00 AM,00:00:00,TFMV,Theft From Motr Vehc,07,3/19/2018 2:17:54 PM,,44.95194,-93.26391,-10382090.53,5613958.965,PHILLIPS WEST,3/19/2018 2:17:58 PM,3/19/2018 8:00:32 PM,6351,-10382090.53,5613958.965
0005XX RIDGEWOOD AV ,3747715,MP 2018 998609,05,3/19/2018 3:12:29 PM,3/15/2018 6:00:00 PM,18:00:00,TFMV,Theft From Motr Vehc,07,3/19/2018 3:12:29 PM,21645,44.96345478,-93.28560058,-10384505.5548,5615770.0231,STEVENS SQUARE - LORING HEIGHTS,3/19/2018 3:12:33 PM,3/19/2018 8:00:32 PM,6352,-10384505.5548,5615770.0231
15 AV S / 26 ST E,3747722,MP 2018 086970,03,3/19/2018 3:56:00 PM,3/19/2018 12:01:00 AM,00:01:00,ROBPER,Robbery Of Person,04,3/19/2018 3:55:09 PM,,44.95554,-93.25371,-10380955.35,5614524.976,MIDTOWN PHILLIPS,3/19/2018 5:24:49 PM,3/19/2018 8:00:32 PM,6353,-10380955.35,5614524.976
0030XX PARK AV ,3747731,MP 2018 998607,03,3/19/2018 4:52:52 PM,3/19/2018 10:28:00 AM,10:28:00,THEFT,Other Theft,07,3/19/2018 4:52:52 PM,13515,44.94751267,-93.26520773,-10382235.4331,5613262.2116,CENTRAL,3/19/2018 4:52:58 PM,3/19/2018 8:00:32 PM,6354,-10382235.4331,5613262.2116
0047XX CHICAGO AV ,3747732,MP 2018 998606,03,3/19/2018 5:02:32 PM,3/17/2018 4:00:00 PM,16:00:00,THEFT,Other Theft,07,3/19/2018 5:02:32 PM,12729,44.91700664,-93.26262036,-10381947.4083,5608465.3301,NORTHROP,3/19/2018 5:02:34 PM,3/19/2018 8:00:32 PM,6355,-10381947.4083,5608465.3301
0052XX Humboldt AV N,3753371,MP 2018 116291,04,4/13/2018 1:41:00 PM,4/1/2018 12:00:00 AM,00:00:00,BURGD,Burglary Of Dwelling,06,4/13/2018 1:36:19 PM,10291,45.05023214,-93.29924861,-10386024.8462,5629432.9775,LIND - BOHANON,4/14/2018 9:51:11 AM,4/14/2018 8:00:32 PM,6356,-10386024.8462,5629432.9775
0005XX 2 ST SE,3753402,MP 2018 116499,02,4/13/2018 5:37:00 PM,4/13/2018 4:21:00 PM,16:21:00,BURGB,Burglary Of Business,06,4/13/2018 5:36:25 PM,15898,44.9832206,-93.24913117,-10380445.799,5618880.2998,MARCY HOLMES,4/14/2018 7:33:04 AM,4/14/2018 8:00:32 PM,6357,-10380445.799,5618880.2998
0018XX 2 AV S,3753408,MP 2018 116592,01,4/13/2018 6:16:00 PM,4/13/2018 2:00:00 PM,14:00:00,THEFT,Other Theft,07,4/13/2018 6:14:45 PM,16607,44.96458504,-93.27403296,-10383217.8534,5615947.8472,STEVENS SQUARE - LORING HEIGHTS,4/13/2018 9:22:24 PM,4/14/2018 8:00:32 PM,6358,-10383217.8534,5615947.8472
0003XX Harvard ST SE,3753409,MP 2018 116338,02,4/13/2018 6:30:00 PM,4/13/2018 12:35:00 PM,12:35:00,THEFT,Other Theft,07,4/13/2018 6:27:33 PM,20280,44.97309794,-93.23028006,-10378347.3023,5617287.3016,UNIVERSITY OF MINNESOTA,4/13/2018 11:15:55 PM,4/14/2018 8:00:32 PM,6359,-10378347.3023,5617287.3016
0026XX 17 AV S,3753410,MP 2018 116531,03,4/13/2018 6:37:00 PM,4/13/2018 12:00:00 PM,12:00:00,BURGD,Burglary Of Dwelling,06,4/13/2018 6:37:25 PM,15518,44.95464042,-93.24990815,-10380532.2913,5614383.3729,EAST PHILLIPS,4/14/2018 7:17:10 PM,4/14/2018 8:00:32 PM,6360,-10380532.2913,5614383.3729
0025XX Lake ST E,3753411,MP 2018 116545,03,4/13/2018 6:45:00 PM,3/30/2018 4:22:00 PM,16:22:00,THEFT,Other Theft,07,4/13/2018 6:44:04 PM,19097,44.94837171,-93.23514707,-10378889.0961,5613397.3273,LONGFELLOW,4/13/2018 9:28:38 PM,4/14/2018 8:00:32 PM,6361,-10378889.0961,5613397.3273
0025XX Lake ST E,3753414,MP 2018 116551,03,4/13/2018 7:20:00 PM,4/5/2018 12:16:00 PM,12:16:00,THEFT,Other Theft,07,4/13/2018 7:22:15 PM,19097,44.94837171,-93.23514707,-10378889.0961,5613397.3273,LONGFELLOW,4/13/2018 9:28:46 PM,4/14/2018 8:00:32 PM,6362,-10378889.0961,5613397.3273
0025XX Lake ST E,3753415,MP 2018 116557,03,4/13/2018 7:35:00 PM,4/5/2018 1:23:00 PM,13:23:00,THEFT,Other Theft,07,4/13/2018 7:33:54 PM,19097,44.94837171,-93.23514707,-10378889.0961,5613397.3273,LONGFELLOW,4/13/2018 9:28:56 PM,4/14/2018 8:00:32 PM,6363,-10378889.0961,5613397.3273
0025XX Lake ST E,3753417,MP 2018 116560,03,4/13/2018 7:40:00 PM,4/6/2018 8:21:00 PM,20:21:00,THEFT,Other Theft,07,4/13/2018 7:38:57 PM,19097,44.94837171,-93.23514707,-10378889.0961,5613397.3273,LONGFELLOW,4/13/2018 9:29:06 PM,4/14/2018 8:00:32 PM,6364,-10378889.0961,5613397.3273
7 AV SE / University AV SE,3753421,MP 2018 116482,02,4/13/2018 7:57:00 PM,4/12/2018 1:30:00 PM,13:30:00,TFMV,Theft From Motr Vehc,07,4/13/2018 7:56:22 PM,,44.98338,-93.24627,-10380127.85,5618905.337,MARCY HOLMES,4/13/2018 11:23:38 PM,4/14/2018 8:00:32 PM,6365,-10380127.85,5618905.337
0031XX Benjamin ST NE,3753423,MP 2018 116690,02,4/13/2018 8:09:00 PM,4/13/2018 7:30:00 AM,07:30:00,BURGD,Burglary Of Dwelling,06,4/13/2018 8:03:56 PM,10811,45.02498926,-93.22942886,-10378252.5475,5625456.3915,WAITE PARK,4/13/2018 11:12:43 PM,4/14/2018 8:00:32 PM,6366,-10378252.5475,5625456.3915
0032XX 22 AV S,3753428,MP 2018 116700,03,4/13/2018 8:39:00 PM,4/6/2018 7:00:00 PM,19:00:00,BURGD,Burglary Of Dwelling,06,4/13/2018 8:39:31 PM,13238,44.94383787,-93.24061483,-10379497.7643,5612684.237,CORCORAN,4/14/2018 7:24:12 PM,4/14/2018 8:00:32 PM,6367,-10379497.7643,5612684.237
0027XX 11 AV S,3753433,MP 2018 116707,01,4/13/2018 9:56:00 AM,4/11/2018 10:45:00 PM,22:45:00,THEFT,Other Theft,07,4/13/2018 9:23:26 PM,21912,44.95238287,-93.2588236,-10381524.7556,5614028.2561,MIDTOWN PHILLIPS,4/13/2018 11:34:23 PM,4/14/2018 8:00:32 PM,6368,-10381524.7556,5614028.2561
0020XX Girard AV N,3753435,MP 2018 116731,04,4/13/2018 9:29:00 PM,4/13/2018 8:05:00 PM,20:05:00,DASTR,Domestic Assault/Strangulation,05,4/13/2018 9:29:04 PM,18642,44.99971241,-93.29716629,-10385793.0441,5621476.2105,JORDAN,4/14/2018 12:22:52 AM,4/14/2018 8:00:32 PM,6369,-10385793.0441,5621476.2105
0006XX 9 ST S,3753438,MP 2018 116532,01,4/13/2018 9:50:00 PM,4/13/2018 8:00:00 AM,08:00:00,BURGD,Burglary Of Dwelling,06,4/13/2018 9:50:14 PM,18840,44.97120688,-93.26502641,-10382215.249,5616989.7366,ELLIOT PARK,4/14/2018 3:04:00 AM,4/14/2018 8:00:32 PM,6370,-10382215.249,5616989.7366
0022XX 6 ST N,3753446,MP 2018 116850,04,4/13/2018 11:00:00 PM,4/13/2018 9:48:00 PM,21:48:00,DASTR,Domestic Assault/Strangulation,05,4/13/2018 10:24:34 PM,19790,45.00203003,-93.28646489,-10384601.7695,5621841.0785,HAWTHORNE,4/14/2018 7:28:01 AM,4/14/2018 8:00:32 PM,6371,-10384601.7695,5621841.0785
0027XX Colfax AV N,3753452,MP 2018 116865,04,4/13/2018 11:15:00 PM,4/13/2018 10:08:00 PM,22:08:00,DASTR,Domestic Assault/Strangulation,05,4/13/2018 11:08:55 PM,19849,45.00863184,-93.29178548,-10385194.0545,5622880.4946,HAWTHORNE,4/14/2018 12:30:31 AM,4/14/2018 8:00:32 PM,6372,-10385194.0545,5622880.4946
0014XX Oliver AV N,3753460,MP 2018 116973,04,4/14/2018 12:15:00 AM,4/13/2018 11:40:00 PM,23:40:00,DASLT2,2nd Deg Domes Aslt,05,4/14/2018 12:13:41 AM,20587,44.99361158,-93.30696408,-10386883.7292,5620515.8158,WILLARD - HAY,4/14/2018 7:19:24 AM,4/14/2018 8:00:32 PM,6373,-10386883.7292,5620515.8158
0011XX Lagoon AV ,3753462,MP 2018 116903,05,4/14/2018 12:15:00 AM,4/13/2018 10:40:00 PM,22:40:00,SHOPLF,Shoplifting,07,4/14/2018 12:14:29 AM,19777,44.94891146,-93.29367343,-10385404.2207,5613482.2235,LOWRY HILL EAST,4/14/2018 4:28:26 AM,4/14/2018 8:00:32 PM,6374,-10385404.2207,5613482.2235
0038XX 6 ST N,3753467,MP 2018 116931,04,4/14/2018 12:35:00 AM,4/13/2018 10:00:00 AM,10:00:00,BURGD,Burglary Of Dwelling,06,4/14/2018 12:34:25 AM,13591,45.02483662,-93.28654434,-10384610.6141,5625432.3518,WEBBER - CAMDEN,4/14/2018 3:24:56 AM,4/14/2018 8:00:32 PM,6375,-10384610.6141,5625432.3518
0032XX 3 AV S,3753473,MP 2018 117052,03,4/14/2018 2:13:00 AM,4/14/2018 1:05:00 AM,01:05:00,ROBPAG,Robbery Per Agg,04,4/14/2018 2:13:36 AM,11900,44.94406917,-93.27281514,-10383082.2862,5612720.6148,CENTRAL,4/14/2018 4:30:06 AM,4/14/2018 8:00:32 PM,6376,-10383082.2862,5612720.6148
0001XX 61 ST W,3753480,MP 2018 117044,05,4/14/2018 3:10:00 AM,4/14/2018 1:07:00 AM,01:07:00,BURGD,Burglary Of Dwelling,06,4/14/2018 3:09:22 AM,21459,44.89232471,-93.28130755,-10384027.6566,5604586.1139,WINDOM,4/14/2018 8:09:12 AM,4/14/2018 8:00:32 PM,6377,-10384027.6566,5604586.1139
0030XX Hennepin AV S,3753489,MP 2018 117188,05,4/14/2018 5:30:00 AM,4/14/2018 5:05:00 AM,05:05:00,BURGB,Burglary Of Business,06,4/14/2018 5:27:08 AM,11281,44.9474742,-93.29829195,-10385918.3514,5613256.1615,ECCO,4/14/2018 8:10:32 AM,4/14/2018 8:00:32 PM,6378,-10385918.3514,5613256.1615
